,molecule_chembl_id,IC50,smiles,pIC50,ROMol
524,CHEMBL4788683,7.46,O=C(Nc1ccc([N+](=O)[O-])cc1)C(c1ccc([N+](=O)[O-])cc1)N(C(=O)c1ccc(C(F)(F)F)cc1)c1ccccc1,8.127261172527332,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43840>
526,CHEMBL2336362,7.52,O=C(/C=C/c1cccc(O)c1)Nc1ccccc1,8.123782159408357,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a438b0>
527,CHEMBL2336363,7.57,O=C(/C=C/c1cccc(O)c1)NCc1ccccc1,8.120904120499928,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43920>
528,CHEMBL124026,7.6,COc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)CC2C(=O)NO)cc1,8.119186407719209,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43990>
529,CHEMBL2336364,7.63,O=C(/C=C/c1cccc(O)c1)NCCc1ccccc1,8.11747546204512,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43a00>
530,CHEMBL3792842,7.75,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(F)cc1N)CC(C)C,8.11069829749369,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43a70>
531,CHEMBL2336788,7.79,O=C(/C=C/c1cccc(O)c1)Nc1ccc(F)cc1,8.108462542327436,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43ae0>
532,CHEMBL252422,7.8,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(C)(=O)=O)cc2)cc1,8.10790539730952,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43b50>
533,CHEMBL1164826,7.8,O=C(/C=C/c1ccc(O)cc1)Nc1ccccc1,8.10790539730952,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43bc0>
535,CHEMBL2336337,7.82,O=C(/C=C/c1ccc(O)cc1)NCc1ccccc1,8.106793246940152,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43ca0>
536,CHEMBL325749,7.83,O=C(/C=C/c1ccc(O)cc1)NCCc1ccccc1,8.106238237942057,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43d10>
538,CHEMBL1830129,7.98,O=C(/C=C/c1ccccc1)Nc1ccccc1,8.09799710864927,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43df0>
539,CHEMBL16630,8.0,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)C[C@H](O)CS)C(C)(C)C,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43e60>
540,CHEMBL36191,8.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)cnc3ccc(Br)cc23)cc1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43ed0>
541,CHEMBL69268,8.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C(=O)NO)cc(C)cc2-c2ccco2)cc1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a43f40>
542,CHEMBL71686,8.0,Cc1cc(C)c(N(C)S(=O)(=O)c2ccc(Sc3ccccc3)cc2)c(C(=O)NO)c1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c040>
543,CHEMBL95486,8.0,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(S(C)(=O)=O)CC2C(=O)NO)cc1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c0b0>
545,CHEMBL34660,8.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)cnc3c(C(C)(C)C)cccc23)cc1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c120>
546,CHEMBL202932,8.0,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c190>
547,CHEMBL305722,8.0,COc1ccc(S(=O)(=O)C(C)(Cc2ccc3ccccc3c2)C(=O)NO)cc1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c200>
548,CHEMBL101981,8.0,CCN(CC)Cc1cccc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(OC)cc1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c270>
550,CHEMBL85030,8.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)[C@@H](C(=O)NO)C(C)C)cc1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c2e0>
551,CHEMBL16933,8.0,CNC(=O)[C@@H](NC(=O)[C@@H](CC(=O)CS)CC(C)C)C(C)(C)C,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c350>
552,CHEMBL2336786,8.02,O=C(/C=C/c1cccc(O)c1)Nc1ccccc1F,8.095825631715837,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c3c0>
553,CHEMBL2063432,8.1,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCN(CCO)CC2)C(=O)N1,8.09151498112135,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c430>
554,CHEMBL2336352,8.13,O=C(/C=C/c1ccccc1)NCc1ccccc1,8.089909454405932,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c4a0>
555,CHEMBL1305393,8.19,O=C(/C=C/c1ccccc1)NCCc1ccccc1,8.086716098239581,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c510>
557,CHEMBL296327,8.2,COc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,8.086186147616283,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c5f0>
558,CHEMBL2336336,8.22,O=C(/C=C/c1cccc(O)c1)Nc1ccc(Cl)cc1,8.08512818245995,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c660>
559,CHEMBL5287803,8.24,O=C1NC(=O)C(O)(CC(=O)c2ccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc2)C(=O)N1,8.084072788302883,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c6d0>
561,CHEMBL3585773,8.3,C=C(F)C[C@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,8.080921907623926,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c740>
562,CHEMBL125384,8.3,COc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCOCC3)CC2C(=O)NO)cc1,8.080921907623926,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c7b0>
563,CHEMBL2336789,8.32,O=C(/C=C/c1cccc(O)c1)Nc1ccccc1Cl,8.079876673709276,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c820>
564,CHEMBL4852596,8.407,O=C(Cn1c(=O)c(Cc2ccccc2)nc2ccccc21)NNC(=S)Nc1ccccc1,8.075358952582837,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c890>
565,CHEMBL2336349,8.41,O=C(/C=C/c1ccc(O)cc1)Nc1ccc(F)cc1,8.075204004202089,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c900>
568,CHEMBL3617401,8.6,CC(C)ON([C@H](CCNS(C)(=O)=O)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,8.065501548756432,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c970>
569,CHEMBL1090647,8.6,CC(=O)NCC[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)NO,8.065501548756432,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0c9e0>
571,CHEMBL252426,8.8,CC(C)N(C)[C@@H](CN(c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)S(C)(=O)=O)C(=O)NO,8.05551732784983,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0ca50>
572,CHEMBL3752564,8.85,COc1ccc(-c2ccc(S(=O)(=O)NC(C(C)C)P(=O)(O)O)cc2)cc1,8.053056729302174,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0cac0>
573,CHEMBL2336347,8.93,O=C(/C=C/c1ccc(O)cc1)Nc1ccccc1F,8.049148541111453,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0cb30>
574,CHEMBL5281827,9.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)ccc3c(C(C)(C)C)cccc23)cc1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0cba0>
575,CHEMBL34418,9.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C(=O)NO)cnc3onc(C)c23)cc1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0cc10>
576,CHEMBL514138,9.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(=O)NO)C(C)C)cc1.Cl,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0cc80>
577,CHEMBL234350,9.0,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCN(CCc2ccccc2)CC1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0ccf0>
578,CHEMBL276119,9.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3cccc(OC)c3)CC2)cc1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0cd60>
579,CHEMBL3617400,9.0,CC(C)ON([C@H](CCNC(=O)c1ccccc1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0cdd0>
580,CHEMBL80361,9.0,COc1ccc(S(=O)(=O)C(C)(CC2CCCCC2)C(=O)NO)cc1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0ce40>
581,CHEMBL78299,9.0,COc1ccc(S(=O)(=O)C(C)(Cc2ccc(OCCN3CCCCC3)cc2)C(=O)NO)cc1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0ceb0>
582,CHEMBL316332,9.0,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CSC)NC(=O)C(S)CCN1C(=O)CCC1=O,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0cf20>
583,CHEMBL1916205,9.0,Cc1ccc(-c2ccc(S(=O)(=O)N[C@@H]3CC=CCN(O)C3=O)s2)cc1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0cf90>
584,CHEMBL76888,9.0,COc1ccc(S(=O)(=O)C(CC=C(C)C)(Cc2cccnc2)C(=O)NO)cc1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d000>
585,CHEMBL1946142,9.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCN(c3cccc(F)n3)CC2)C(=O)N1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d070>
586,CHEMBL310655,9.1,COc1ccc(S(=O)(=O)N2CCCN(C(=O)OC(C)(C)C)CC2C(=O)NO)cc1,8.040958607678906,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d0e0>
588,CHEMBL2336351,9.19,O=C(/C=C/c1ccc(O)cc1)Nc1ccc(Cl)cc1,8.036684488613888,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d150>
589,CHEMBL322412,9.2,COc1ccc(S(=O)(=O)N2CC(C)(C)C(COCc3ccccc3)[C@@H]2C(=O)NO)cc1,8.036212172654444,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d1c0>
590,CHEMBL310340,9.2,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1,8.036212172654444,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d230>
591,CHEMBL310649,9.2,COc1ccc(S(=O)(=O)N2CCCN(C(=O)N[C@@H](C)c3ccccc3)CC2C(=O)NO)cc1,8.036212172654444,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d2a0>
592,CHEMBL4878125,9.301,O=c1c(Cc2ccccc2)nc2ccccc2n1CC(O)CO,8.03147035562516,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d310>
593,CHEMBL2336350,9.34,O=C(/C=C/c1ccc(O)cc1)Nc1ccccc1Cl,8.029653123769906,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d380>
594,CHEMBL211036,9.7,CCCc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,8.013228265733755,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d3f0>
595,CHEMBL74151,9.7,O=CN(O)C(CSc1cccs1)CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,8.013228265733755,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d460>
596,CHEMBL75154,10.0,CC1(C)NC(=O)N(CC(CS(=O)(=O)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)N(O)C=O)C1=O,8.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d4d0>
597,CHEMBL267178,10.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(=O)NO)C(C)C)cc1,8.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d540>
598,CHEMBL222934,10.0,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(Br)cc3)CC2)cc1,8.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d5b0>
599,CHEMBL80969,10.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,8.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d620>
602,CHEMBL372914,10.0,O=C1NC(=O)C(c2ccc(Oc3ccc(Br)cc3)cc2)(N2CCN(c3ccc(I)cc3)CC2)C(=O)N1,8.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d690>
603,CHEMBL78255,10.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(Br)cc3)CC2)cc1,8.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d700>
605,CHEMBL319887,10.0,COc1ccc(S(=O)(=O)N(CC#CCN2CCN(C)CC2)c2c(C)cc(Br)cc2C(=O)NO)cc1,8.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d770>
606,CHEMBL101413,10.0,COc1ccc(S(=O)(=O)N(C)c2c(Cn3ccnc3)cccc2C(=O)NO)cc1,8.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d7e0>
607,CHEMBL419648,10.0,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(C)CC2)cc1,8.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d850>
608,CHEMBL466059,10.0,CCOc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C3CCN(C(=O)OC(C)C)CC3)s2)cc1,8.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d8c0>
609,CHEMBL129795,10.0,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,8.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d930>
610,CHEMBL2203638,10.0,CCCCCCCCC1(Cc2ccc(OC)cc2)C(=O)NC(=O)NC1=O,8.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0d9a0>
611,CHEMBL2336361,10.26,O=C(/C=C/c1ccccc1)Nc1ccc(F)cc1,7.988852639224202,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0da10>
612,CHEMBL306412,10.4,CNC(=O)[C@H](NC(=O)[C@@H](CC(=O)NO)CC(C)C)C(C)(C)C,7.982966660701219,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0da80>
613,CHEMBL1998736,10.58,O=C(/C=C/c1ccccc1)Nc1ccccc1F,7.975514332300833,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0daf0>
614,CHEMBL18614,11.0,COc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0db60>
615,CHEMBL287823,11.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)cnc3cc(C(F)(F)F)ccc23)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0dbd0>
616,CHEMBL36021,11.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)cnc3ccc(C(F)(F)F)cc23)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0dc40>
617,CHEMBL1916214,11.0,Cc1ccc(-c2ccc(S(=O)(=O)N(CCN3CCOCC3)[C@@H]3CC=CCN(O)C3=O)s2)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0dcb0>
618,CHEMBL80183,11.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(-c4cccs4)cc3)CC2)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0dd20>
619,CHEMBL418053,11.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)cnc3cc(Br)ccc23)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0dd90>
621,CHEMBL94357,11.0,CC#CCOc1ccc(S(=O)(=O)N(C)[C@@H](C(=O)NO)C(C)C)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0de00>
622,CHEMBL1916207,11.0,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H]3CC=CCN(O)C3=O)s2)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0de70>
624,CHEMBL298846,11.0,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)Nc1ccccc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0dee0>
625,CHEMBL98061,11.0,CC#CCOc1ccc(S(=O)(=O)N(C)[C@@H](C(=O)NO)c2ccc(OCCNC)cc2)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0df50>
626,CHEMBL320383,11.0,CCN(CC)CC#CCN(c1c(C)cccc1C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0dfc0>
627,CHEMBL2385443,11.0,COc1ccc(C(=O)Nc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e030>
628,CHEMBL311304,11.0,COc1ccc(S(=O)(=O)C(C)(CC=C(C)C)C(=O)NO)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e0a0>
630,CHEMBL187092,11.0,C[C@@]1(O)CCCN(S(=O)(=O)c2ccc(OCc3ccc(F)cc3Cl)cc2)[C@H]1C(=O)NO,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e110>
631,CHEMBL488617,11.0,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NNS(=O)(=O)c1ccc2ccccc2c1)CC(C)C,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e180>
632,CHEMBL76673,11.0,COc1ccc(S(=O)(=O)C(C)(Cc2ccccc2)C(=O)NO)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e1f0>
634,CHEMBL19623,11.0,CNC(=O)[C@@H](NC(=O)[C@H](CCc1ccccc1)CC(=O)NO)c1ccccc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e260>
635,CHEMBL5199189,11.3,COc1ccc(-c2cn(-c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)nn2)cc1,7.94692155651658,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e2d0>
636,CHEMBL83368,11.7,COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)OC(C)C)CC3)cc2)cc1,7.931814138253838,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e340>
637,CHEMBL74812,12.0,Cn1c(C(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)cc2ccccc21,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e3b0>
638,CHEMBL126923,12.0,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccccc3C2=O)CC[C@@H]1SCCc1ccc(-c2ccccc2)cc1,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e420>
639,CHEMBL1916204,12.0,O=C1[C@H](NS(=O)(=O)c2ccc(Oc3ccncc3)cc2)CC=CCN1O,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e490>
641,CHEMBL16520,12.0,CNC(=O)[C@@H](NC(=O)[C@@H](CC(=O)NO)CC(C)C)C(C)(C)C,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e500>
642,CHEMBL345244,12.0,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NC(C)c1ccccc1,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e570>
643,CHEMBL48368,12.0,O=C(O)[C@@H](Cc1ccccc1)NS(=O)(=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e5e0>
644,CHEMBL382975,12.0,CC#CCOc1ccc(S(=O)(=O)N2CCSC(C)(C)C2C(=O)NO)cc1,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e650>
645,CHEMBL76856,12.0,COc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(OC)cc3)CC2)cc1,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e6c0>
646,CHEMBL111856,12.0,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e730>
647,CHEMBL429927,12.0,Cc1ccc(Oc2ccc(N(C[C@@H](O)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e7a0>
648,CHEMBL2063433,12.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCC(CCO)CC2)C(=O)N1,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e810>
649,CHEMBL16650,12.0,CCCCCCC[C@H](C[C@@H](O)CS)C(=O)N[C@H](C(=O)NC)C(C)(C)C,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e880>
650,CHEMBL3585765,12.3,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@H](CCF)C(=O)NO)cc1,7.910094888560602,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e8f0>
651,CHEMBL2336335,12.59,O=C(/C=C/c1ccccc1)Nc1ccc(Cl)cc1,7.899974269892137,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e960>
652,CHEMBL1812929,13.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)C3CC3)CC2)C(=O)N1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0e9d0>
653,CHEMBL362678,13.0,CC(C)ON([C@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0ea40>
654,CHEMBL97908,13.0,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)C3CCCCC3)CC2C(=O)NO)cc1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0eab0>
655,CHEMBL403089,13.0,CO[C@H](CN(c1ccc(Oc2ccc(C)cc2)cc1)S(C)(=O)=O)C(=O)NO,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0eb20>
656,CHEMBL312770,13.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CCCc3ccccc3)CC2)cc1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0eb90>
657,CHEMBL76674,13.0,CCN(CC)CCOc1ccc(CC(C)(C(=O)NO)S(=O)(=O)c2ccc(OC)cc2)cc1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0ec00>
660,CHEMBL2311772,13.0,CCCC(=O)N1CCCN(C2(c3ccc(Oc4ccccc4)cc3)C(=O)NC(=O)NC2=O)CC1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0ec70>
661,CHEMBL5276809,13.0,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccccc3C2=O)CC[C@@H]1SCc1ccc(-c2ccc(Cl)cc2)cc1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0ece0>
662,CHEMBL311368,13.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)cccc2[N+](=O)[O-])cc1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0ed50>
663,CHEMBL340455,13.0,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccccc3C2=O)CC[C@@H]1SCCc1ccc(-c2ccc(Cl)cc2)cc1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0edc0>
664,CHEMBL124514,13.0,CCCCCCN(C)C(=O)N1CCN(S(=O)(=O)c2ccc(Br)cc2)C(C(=O)NO)C1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0ee30>
665,CHEMBL1088878,13.0,CC#CCOc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CCN2C(=O)c3ccccc3C2=O)C(=O)NO)cc1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0eea0>
666,CHEMBL323612,13.0,CC(C)(NS(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1)C(=O)NO,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0ef10>
667,CHEMBL76137,13.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(-c4ccccc4)cc3)CC2)cc1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0ef80>
669,CHEMBL5436337,13.0,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc3)n2)s1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0eff0>
670,CHEMBL4789542,13.0,COc1ccc([S+]([O-])N2C[C@H](NC(=O)C(C)(C)C)C[C@@H]2C(=O)NO)cc1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0f060>
671,CHEMBL3792940,13.52,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1cccc(N)c1)CC(C)C,7.869023308394382,<rdkit.Chem.rdchem.Mol object at 0x7d5b99a0f0d0>
