,molecule_chembl_id,IC50,smiles,pIC50,ROMol
943,CHEMBL83282,50.8,COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)N4CCOCC4)CC3)cc2)cc1,7.29413628771608,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997da80>
944,CHEMBL76619,51.0,CC(C)=CCC(CC=C(C)C)(C(=O)NO)S(=O)(=O)c1ccc(C)cc1,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997daf0>
945,CHEMBL194237,51.0,CC#CCOc1ccc(S(=O)(=O)N2CCN(S(C)(=O)=O)CC2C(=O)NO)cc1,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997db60>
947,CHEMBL236770,51.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2F)[C@@H](C(=O)NO)C(C)C)cc1,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997dbd0>
948,CHEMBL1812945,51.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)Cc3cccs3)CC2)C(=O)N1,7.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997dc40>
949,CHEMBL176467,52.0,CC1(c2ccc(Oc3ccccc3)cc2)C(=O)NC(=O)NC1=O,7.2839966563652,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997dcb0>
950,CHEMBL424407,52.0,COc1ccc(CSC[C@H]2C(=O)N[C@@H](CS)C(=O)N2Cc2ccc(OC)cc2)cc1,7.2839966563652,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997dd20>
951,CHEMBL266292,52.5,COCCN1CN(S(=O)(=O)c2ccc(OC)cc2)[C@@H](C(=O)NO)CC1=O,7.279840696594043,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997dd90>
952,CHEMBL4756766,53.0,COc1ccc(S(=O)(=O)N2C[C@H](NC(=O)CCCN)C[C@@H]2C(=O)NO)cc1,7.275724130399211,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997de00>
953,CHEMBL378878,53.0,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1,7.275724130399211,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997de70>
954,CHEMBL96419,53.0,CC#CCOc1ccc(S(=O)(=O)N(C)CCC(=O)NO)cc1,7.275724130399211,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997dee0>
955,CHEMBL234529,53.7,COc1ccc(S(=O)(=O)N(CC(=O)NO)CC(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1,7.270025714300444,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997df50>
956,CHEMBL258300,54.0,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)Cc3ccncc3)cc2)cc1,7.267606240177031,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997dfc0>
957,CHEMBL408906,54.0,Cc1ccc(Sc2ccc(N(C[C@H](O)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.267606240177031,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e030>
959,CHEMBL311266,55.0,COCCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)C(=O)O)CC1,7.259637310505756,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e0a0>
960,CHEMBL19855,56.0,O=C(NO)[C@H]1CN(Cc2ccc(Oc3ccc4ccccc4c3)cc2)C(=O)N1,7.251811972993799,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e110>
962,CHEMBL257072,56.1,COc1ccc(Oc2ccc(S(=O)(=O)Cn3cccc(O)c3=O)cc2)cc1,7.251037138743839,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e180>
963,CHEMBL1812962,57.0,CS(=O)(=O)Nc1ccc(F)cc1C(=O)N1CCCN(C2(c3ccc(Oc4ccccc4)cc3)C(=O)NC(=O)NC2=O)CC1,7.244125144327507,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e1f0>
965,CHEMBL162072,57.0,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)N(C)Cc1ccccc1,7.244125144327507,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e2d0>
966,CHEMBL255996,57.5,CC(C)N(c1cccn(O)c1=O)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,7.2403321553103694,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e340>
967,CHEMBL256843,57.9,O=C1[C@H](NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCCN1O,7.2373214362725635,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e3b0>
968,CHEMBL1078281,58.0,C[C@@H]1[C@H](c2ccccc2)[C@]1(NS(=O)(=O)c1ccc(-n2cc(Cl)cn2)s1)C(=O)O,7.236572006437063,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e420>
969,CHEMBL80146,58.0,CCN(CC)COc1ccc(CC(C)(C(=O)NO)S(=O)(=O)c2ccc(Br)cc2)cc1,7.236572006437063,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e490>
970,CHEMBL115653,58.0,CN1C(=O)N(C[C@H](C(=O)NO)[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,7.236572006437063,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e500>
972,CHEMBL307192,59.0,CN1C(=O)N(C[C@@H](C(=O)NO)[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,7.229147988357855,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e570>
973,CHEMBL374377,59.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1)P(=O)(O)O,7.229147988357855,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e5e0>
974,CHEMBL539787,60.0,COc1ccc(S(=O)(=O)N2CCCNCC2C(=O)NO)cc1.Cl,7.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e650>
975,CHEMBL3633819,60.0,O=C(NO)[C@H]1C[C@H](NS(=O)(=O)c2ccc(-c3ccccc3)cc2)CN1S(=O)(=O)c1ccc(Cl)c(Cl)c1,7.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e6c0>
976,CHEMBL159013,60.0,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)N[C@H](Cc3ccccc3)C(=O)O)cc2)cc1,7.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e730>
978,CHEMBL2431015,60.0,O=C(CNS(=O)(=O)c1ccc(OCc2cccc(Br)c2)cc1)NO,7.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e7a0>
979,CHEMBL4637645,60.0,O=C1NC(=O)C(CCCCCCCC(F)CF)(Cc2ccccc2)C(=O)N1,7.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e810>
980,CHEMBL345200,61.0,Cc1ccc(-c2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,7.214670164989233,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e880>
981,CHEMBL127035,62.0,O=C(O)[C@H]1[C@H](CN2NNc3ccsc3C2=O)CC[C@@H]1Sc1ccc(-c2ccc(Cl)cc2)cc1,7.207608310501746,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e8f0>
982,CHEMBL1812951,62.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)CCc3ccccc3)CC2)C(=O)N1,7.207608310501746,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e960>
983,CHEMBL450721,62.0,COc1ccc(S(=O)(=O)N(CC(=O)O)[C@@H](C(=O)NO)C(C)C)cc1,7.207608310501746,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997e9d0>
984,CHEMBL283580,62.0,O=C(NO)[C@H]1CN(Cc2ccc(Oc3ccc(F)cc3)cc2)C(=O)N1,7.207608310501746,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997ea40>
985,CHEMBL75641,63.0,COc1ccc(S(=O)(=O)C(Cc2cccnc2)(CC(C)C)C(=O)NO)cc1,7.200659450546418,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997eab0>
986,CHEMBL1795857,63.0,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3ccc(OCc4ccccc4)cc3)C(=O)NO)s2)cc1,7.200659450546418,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997eb20>
988,CHEMBL80894,64.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)cccc2N(C)C)cc1,7.1938200260161125,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997eb90>
989,CHEMBL227501,64.0,Cc1cccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)c1,7.1938200260161125,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997ec00>
990,CHEMBL234735,66.0,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)NO)S(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1,7.180456064458131,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997ec70>
991,CHEMBL2151356,66.0,O=C1NC(=O)C(O)(CC(=O)c2ccc(-c3ccc(Cl)cc3)cc2)C(=O)N1,7.180456064458131,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997ece0>
992,CHEMBL400445,68.0,CC(C)N(Cc1ccccc1)[C@@H](CN(c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)S(C)(=O)=O)C(=O)NO,7.167491087293763,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997ed50>
993,CHEMBL94643,68.0,CC#CCOc1ccc(S(=O)(=O)N(C)[C@H](C)C(=O)NO)cc1,7.167491087293763,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997edc0>
994,CHEMBL211726,68.0,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccccc3C)CC2)cc1,7.167491087293763,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997ee30>
995,CHEMBL351344,69.0,CNC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O,7.161150909262744,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997eea0>
996,CHEMBL572780,69.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)NO)cc2)cc1,7.161150909262744,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997ef10>
997,CHEMBL392308,69.0,CC(C)[C@H](C(=O)NO)N(Cc1ccccc1)S(=O)(=O)c1ccc(OCCI)cc1,7.161150909262744,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997ef80>
998,CHEMBL550548,69.0,CC(C)ON([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccc(OCc3ccc(Cl)cc3)cc2)cc1,7.161150909262744,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997eff0>
999,CHEMBL270229,69.0,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)Cc3cccnc3)cc2)cc1,7.161150909262744,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f060>
1000,CHEMBL158622,70.0,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)N1CCCC1c1cccnc1,7.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f0d0>
1001,CHEMBL345640,70.0,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)N1CCN(C)CC1,7.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f140>
1002,CHEMBL2107228,70.0,CO[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)Nc1ccccn1)C(C)(C)C,7.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f1b0>
1003,CHEMBL1812936,70.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)c3ccc(OC(F)(F)F)cc3)CC2)C(=O)N1,7.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f220>
1004,CHEMBL82487,70.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C(=O)NO)csc2Br)cc1,7.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f290>
1005,CHEMBL76038,71.0,CCCCCCCCS(=O)(=O)C(C)(Cc1ccccc1)C(=O)NO,7.1487416512809245,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f300>
1007,CHEMBL56821,71.0,NC(=O)[C@H](Cc1cccnc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,7.1487416512809245,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f370>
1008,CHEMBL372908,71.0,CC#CCOc1ccc(S(=O)(=O)N2CCN(C(=O)OC)CC2C(=O)NO)cc1,7.1487416512809245,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f3e0>
1009,CHEMBL301221,71.0,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,7.1487416512809245,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f450>
1011,CHEMBL402745,71.5,COc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)O)C3CCN(C(=O)OC(C)(C)C)CC3)cc2)cc1,7.145693958198919,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f4c0>
1012,CHEMBL3958969,72.0,O=C(NCc1cccc(OCCCS(=O)(=O)N2CCCCC2C(=O)NO)c1)c1nc2ccccc2c(=O)[nH]1,7.142667503568731,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f530>
1013,CHEMBL160940,72.0,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)s2)cc1,7.142667503568731,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f5a0>
1014,CHEMBL161224,74.0,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NCc1ccc(C(=O)O)cc1,7.130768280269024,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f610>
1015,CHEMBL431057,74.0,CN(CC(=O)NO)S(=O)(=O)c1ccc(CCC#N)cc1,7.130768280269024,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f680>
1017,CHEMBL1812956,74.0,CN(C)c1cccc2c(S(=O)(=O)N3CCCN(C4(c5ccc(Oc6ccccc6)cc5)C(=O)NC(=O)NC4=O)CC3)cccc12,7.130768280269024,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f6f0>
1018,CHEMBL159159,75.0,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NC1CCCc2ccccc21,7.1249387366083,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f760>
1019,CHEMBL158571,76.0,CC(C)C[C@@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NC(C)c1ccccc1,7.119186407719209,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f7d0>
1020,CHEMBL126977,76.0,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccccc3C2=O)CC[C@@H]1Sc1ccc(-c2ccccc2)cc1,7.119186407719209,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f840>
1021,CHEMBL2431017,76.0,O=C(CNS(=O)(=O)c1ccc(OCc2cccc(OC(F)(F)F)c2)cc1)NO,7.119186407719209,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f8b0>
1022,CHEMBL1812965,76.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)CC3S/C(=N/c4ccccc4)NC3=O)CC2)C(=O)N1,7.119186407719209,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f920>
1023,CHEMBL375418,77.0,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)C1,7.113509274827518,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997f990>
1024,CHEMBL550081,77.0,CSc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc2)cc1,7.113509274827518,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997fa00>
1025,CHEMBL1795859,77.0,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)NO)s2)cc1,7.113509274827518,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997fa70>
1026,CHEMBL1812953,77.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)CC3CCCCC3)CC2)C(=O)N1,7.113509274827518,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997fae0>
1027,CHEMBL399351,78.0,O=C(O[C@H]1CCOC1)N1CCC(CS(=O)(=O)N2CCN(c3ccccc3)CC2)(C(=O)NO)CC1,7.107905397309519,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997fb50>
1028,CHEMBL2385446,78.0,O=C(Nc1ccc(S(=O)(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)O)cc1)c1ccnc(F)c1,7.107905397309519,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997fbc0>
1029,CHEMBL75925,79.0,CC(Cc1ccc(OCCN2CCCCC2)cc1)(C(=O)NO)S(=O)(=O)c1cccs1,7.102372908709558,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997fc30>
1030,CHEMBL29897,79.0,COc1ccc(CN2C(=O)[C@H](CS)NC(=O)[C@@H]2CC2CCCCC2)cc1,7.102372908709558,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997fca0>
1031,CHEMBL1795351,79.0,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)NCC(=O)NO)s2)cc1,7.102372908709558,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997fd10>
1032,CHEMBL445971,80.0,CS(=O)(=O)Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1,7.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997fd80>
1033,CHEMBL1812964,80.0,Cc1ccc(C(=O)N2CCCN(C3(c4ccc(Oc5ccccc5)cc4)C(=O)NC(=O)NC3=O)CC2)c(NS(C)(=O)=O)c1,7.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997fdf0>
1034,CHEMBL57551,80.0,CN(C)c1ccc(C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)cc1,7.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997fe60>
1036,CHEMBL157704,81.0,COc1ccc(-c2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,7.091514981121351,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997fed0>
1037,CHEMBL1812954,81.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)c3cc(F)c(Cl)nc3Cl)CC2)C(=O)N1,7.091514981121351,<rdkit.Chem.rdchem.Mol object at 0x7d5b9997ff40>
1039,CHEMBL54176,82.0,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccsc1,7.086186147616283,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4040>
1040,CHEMBL206815,82.0,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1C(=O)NO,7.086186147616283,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba40b0>
1041,CHEMBL279482,82.0,O=C1N[C@@H](C(=O)NO)C[C@H]1c1ccc(Oc2ccc(F)cc2)cc1,7.086186147616283,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4120>
1042,CHEMBL3392650,82.0,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)C1C(=O)NO,7.086186147616283,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4190>
1043,CHEMBL352066,82.0,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)N(C)C,7.086186147616283,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4200>
1044,CHEMBL1801418,82.3,C#CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(S(C)(=O)=O)cc3)cc2)CC1,7.08460016478773,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4270>
1045,CHEMBL76878,83.0,C#CCC(Cc1cccnc1)(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,7.080921907623926,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba42e0>
1046,CHEMBL300153,84.0,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccoc1,7.075720713938118,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4350>
1048,CHEMBL348088,86.0,Cc1ccc(-n2nnc(-c3ccc(S(=O)(=O)N[C@H](Cc4ccccc4)C(=O)O)cc3)n2)cc1,7.0655015487564325,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba43c0>
1049,CHEMBL2151360,86.0,CSc1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,7.0655015487564325,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4430>
1050,CHEMBL251821,86.0,Cc1ccc(Oc2ccc(N(C[C@H](Nc3ccc4ccccc4c3)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.0655015487564325,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba44a0>
1051,CHEMBL1812950,87.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)c3c(Cl)cccc3Cl)CC2)C(=O)N1,7.060480747381382,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4510>
1052,CHEMBL5406674,87.0,CCCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,7.060480747381382,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4580>
1053,CHEMBL2203637,87.0,O=C1NC(=O)C(CCCCCCCC(F)(F)F)(Cc2ccccc2)C(=O)N1,7.060480747381382,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba45f0>
1054,CHEMBL5396285,87.0,CCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,7.060480747381382,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4660>
1055,CHEMBL69323,87.0,O=C1N[C@@H](CS)C(=O)N(Cc2ccc3ccccc3n2)[C@H]1CC1CCCCC1,7.060480747381382,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba46d0>
1056,CHEMBL257211,87.9,COc1ccc(Oc2ccc(S(=O)(=O)C3CCCN(O)C3=O)cc2)cc1,7.056011124926228,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4740>
1057,CHEMBL347249,88.0,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)N1CCc2ccccc2C1,7.055517327849831,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba47b0>
1058,CHEMBL195948,88.0,CC#CCOc1ccc(S(=O)(=O)N2CCN(C(C)=O)CC2C(=O)NO)cc1,7.055517327849831,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4820>
1060,CHEMBL329145,90.0,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)CS,7.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4890>
1061,CHEMBL272763,91.0,COc1ccc(C#Cc2ccc(N(C[C@H](O)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.040958607678906,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4900>
1063,CHEMBL2063426,92.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCN(CCO[N+](=O)[O-])CC2)C(=O)N1,7.036212172654444,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4970>
1064,CHEMBL5434496,92.0,CCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,7.036212172654444,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba49e0>
1065,CHEMBL270230,93.0,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)Cc3ccccc3)cc2)cc1,7.031517051446065,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4a50>
1066,CHEMBL1812957,93.0,CSc1ccc(C(=O)N2CCCN(C3(c4ccc(Oc5ccccc5)cc4)C(=O)NC(=O)NC3=O)CC2)cc1,7.031517051446065,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4ac0>
1067,CHEMBL584365,94.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NO)cc2)cc1,7.026872146400302,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4b30>
1068,CHEMBL83955,94.9,CCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)C(=O)O)CC1,7.022733787572707,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4ba0>
1069,CHEMBL417144,95.0,CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C(=O)NO)cnc3snc(C)c23)cc1,7.022276394711152,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4c10>
1070,CHEMBL5395662,95.0,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(Cc4ccccc4)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,7.022276394711152,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4c80>
1071,CHEMBL95262,95.5,CC#CCOc1ccc(S(=O)(=O)N2Cc3ccccc3N(S(C)(=O)=O)CC2C(=O)NO)cc1,7.019996628416253,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4cf0>
1072,CHEMBL2337691,96.0,O=C(CNS(=O)(=O)c1ccc(OCc2ccccc2)cc1)NO,7.017728766960431,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4d60>
1073,CHEMBL3754302,96.4,CC(C)C(N(Cc1ccccc1)S(=O)(=O)c1ccc(-c2ccc(OCCF)cc2)cc1)P(=O)(O)O,7.015922966097169,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4dd0>
1074,CHEMBL208287,96.5,O=C(O)C(CCN1Cc2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,7.015472686656207,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4e40>
1075,CHEMBL2063517,97.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCC(CO)CC2)C(=O)N1,7.013228265733755,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4eb0>
1076,CHEMBL2385444,97.0,CC(C)Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,7.013228265733755,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4f20>
