,molecule_chembl_id,IC50,smiles,pIC50,molecular_weight,heavy_atoms,rotatable_bonds,n_hba,n_hbd,logp,reos_fulfilled
1646,CHEMBL44062,4900.0,CC(C)C[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,5.309803919971486,425.0296412199999,25,7,3,2,3.8937000000000017,True
1647,CHEMBL3622795,4950.0,Cc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)cc1,5.305394801066431,441.151097976,32,4,4,1,5.151320000000005,True
1648,CHEMBL584116,5000.0,CN1C[C@@H](OC(=O)N2CCCCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,5.301029995663981,473.2638192200001,34,4,7,2,1.1520000000000021,True
1649,CHEMBL572302,5000.0,CN1C[C@@H](OC(=O)N2CCCCCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,5.301029995663981,487.279469284,35,4,7,2,1.5421000000000018,True
1650,CHEMBL4741456,5000.0,COc1ccc(Nc2cc(-c3cccs3)cc3c2c(=O)[nH]c2ccccc23)cc1,5.301029995663981,398.108898816,29,4,4,2,6.162000000000004,True
1651,CHEMBL1084238,5000.0,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccc(C(F)(F)F)cc4)CC3)cc2)CCOCC1,5.301029995663981,513.154526592,35,5,7,2,2.8603000000000014,True
1652,CHEMBL567940,5000.0,CN(C)C(=O)O[C@H]1C[C@H](C(=O)NO)[C@@H](C(=O)N2CCN(c3ccccc3)CC2)N(C)C1,5.301029995663981,433.2325190920001,31,4,7,2,0.22770000000000246,True
1653,CHEMBL572091,5000.0,CN1C[C@@H](OC(=O)N2CC=CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,5.301029995663981,457.2325190920001,33,4,7,2,0.5379000000000027,True
1654,CHEMBL584334,5000.0,CN1C[C@@H](OC(=O)N2CCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,5.301029995663981,445.2325190920001,32,4,7,2,0.371800000000003,True
1655,CHEMBL572045,5000.0,CN1C[C@@H](OC(=O)N2CCCCCCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,5.301029995663981,501.295119348,36,4,7,2,1.9322000000000015,True
1657,CHEMBL1916055,5091.0,O=C(N[C@@H]1CC=CCN(O)C1=O)c1ccc(Oc2ccc(Cl)cc2)cc1,5.293196902962662,372.087684704,26,4,4,2,3.408400000000001,True
1658,CHEMBL4435530,5100.0,O=C(CCCNCc1ccc(O)c2ncccc12)Nc1ccccc1,5.292429823902063,335.163376912,25,7,4,3,3.448900000000002,True
1659,CHEMBL4167291,5140.0,CC(C)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,5.289036881004725,387.11002101199995,26,10,6,3,0.8786999999999994,True
1660,CHEMBL236974,5150.0,CC(C)[C@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,5.288192770958808,408.11035535999997,28,8,7,2,1.7106999999999994,True
1661,CHEMBL820,5215.0,CS(=O)(=O)OCCCCOS(C)(=O)=O,5.28274568723745,246.023180168,14,7,6,0,-0.2809999999999997,True
1662,CHEMBL4441474,5300.0,Cc1[nH]c2ccccc2c1CCNC(=O)CCCCNCc1ccc(O)c2ncccc12,5.275724130399211,430.2368762,32,10,4,4,4.348920000000003,True
1664,CHEMBL201298,5410.0,CCCCCCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccccc2)cc1,5.266802734893431,362.18819469199997,27,9,2,1,5.3304000000000045,True
1665,CHEMBL3622220,5430.0,Cc1ccccc1C1=NN(c2ccc(S(N)(=O)=O)cc2)C(c2cccc3ccccc23)C1,5.265200170411153,441.151097976,32,4,4,1,5.151320000000004,True
1666,CHEMBL3622786,5470.0,NS(=O)(=O)c1ccc(N2N=C(c3ccc(Cl)cc3)CC2c2cccc3ccccc23)cc1,5.262012673666569,461.09647556,32,4,4,1,5.496300000000004,True
1667,CHEMBL3826991,5494.0,CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,5.260111344915456,510.08240506399994,31,12,4,3,3.9342000000000024,True
1668,CHEMBL484262,5500.0,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(c3c(C)noc3C)CC2)cc1,5.259637310505756,461.162056584,32,7,8,2,2.2594399999999997,True
1669,CHEMBL151,5620.0,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.250263684430939,286.04773804,21,1,6,4,2.2824000000000004,True
1670,CHEMBL402990,5660.0,COc1ccc2oc(=O)c(CCC(=O)NO)cc2c1,5.247183568811728,263.07937251600003,19,4,5,2,1.2395999999999998,True
1671,CHEMBL3827162,5715.0,CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,5.242983765268699,432.17189299599994,30,12,4,3,3.1717000000000013,True
1672,CHEMBL4203044,5800.0,COc1ccc(-c2ccc(Sc3ccccc3C3CCC(=O)N(O)C3=O)cc2)cc1,5.236572006437063,419.11912915199997,30,5,5,1,5.135200000000005,True
1673,CHEMBL3622799,5880.0,NS(=O)(=O)c1ccc(N2N=C(c3ccc(Cl)cc3)CC2c2ccc3ccccc3c2)cc1,5.230622673923861,461.09647556,32,4,4,1,5.496300000000004,True
1675,CHEMBL3622790,5920.0,Cc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)c1,5.22767829327708,441.151097976,32,4,4,1,5.151320000000005,True
1676,CHEMBL3622792,5960.0,NS(=O)(=O)c1ccc(N2N=C(c3cccc(F)c3)CC2c2ccc3ccccc3c2)cc1,5.224753740259764,445.1260261,32,4,4,1,4.982000000000004,True
1677,CHEMBL4170455,5970.0,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,5.224025668870631,373.09437094799995,25,9,6,3,0.6310999999999996,True
1678,CHEMBL3827196,5991.0,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O)NCc1ccccc1,5.2225006804096346,530.051104936,33,10,4,3,3.944200000000002,True
1679,CHEMBL2440429,6000.0,O=P(O)(O)C(Nc1cccc2ccccc12)P(=O)(O)O,5.221848749616356,317.021810396,20,4,3,5,1.8907000000000007,True
1681,CHEMBL3922961,6000.0,COC(=O)C(C(=O)/C=C/c1ccc(O)cc1)C(=O)/C=C/c1ccc(O)cc1,5.221848749616356,366.110338296,27,7,6,2,2.751800000000001,True
1682,CHEMBL4581930,6000.0,O=C(CCCCCNCc1ccc(O)c2ncccc12)Nc1ccccc1,5.221848749616356,363.19467704000004,27,9,4,3,4.2291000000000025,True
1683,CHEMBL33977,6000.0,COC(=O)COc1c(C)cc(-c2nn(C)c(=O)c3ccccc23)cc1C,5.221848749616356,352.14230712,26,4,6,0,2.769140000000001,True
1684,CHEMBL3754100,6200.0,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(Br)s1,5.207608310501746,371.9449256160001,19,6,6,2,1.3467000000000002,True
1685,CHEMBL4162521,6360.0,CCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,5.196542884351587,387.11002101199995,26,11,6,3,1.0227999999999997,True
1686,CHEMBL4163839,6370.0,O=C(CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O)NCc1ccccc1,5.195860567664649,421.094370948,29,10,6,3,1.4228999999999996,True
1687,CHEMBL4634914,6400.0,O=C(Nc1ccc(-c2nc3ccc(Br)cc3[nH]2)cc1)c1ccc([N+](=O)[O-])cc1,5.1938200260161125,436.017102376,28,4,4,2,5.152900000000003,True
1688,CHEMBL1084220,6700.0,COc1ccccc1C1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,5.173925197299173,474.1824576799999,33,6,7,2,2.9075000000000015,True
1690,CHEMBL44898,6700.0,O=C(O)CNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,5.173925197299173,368.96704096400003,21,5,3,2,2.479000000000001,True
1691,CHEMBL3622222,6720.0,COc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)c1,5.172630726946174,457.14601259600005,33,5,5,1,4.851500000000004,True
1692,CHEMBL3827680,6740.0,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,5.17134010346468,588.115362124,40,10,4,3,5.219300000000004,True
1693,CHEMBL4175156,6800.0,CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,5.167491087293763,401.12567107599995,27,12,6,3,1.4128999999999996,True
1694,CHEMBL3622794,6910.0,NS(=O)(=O)c1ccc(N2N=C(c3cccc(I)c3)CC2c2ccc3ccccc3c2)cc1,5.1605219526258015,553.0320958799999,32,4,4,1,5.447500000000004,True
1695,CHEMBL398602,6930.0,COc1ccc(S(=O)(=O)N(Cc2ccc(Br)nc2)[C@@H](C(=O)O)C(C)C)cc1,5.159266765388193,456.035454872,27,8,5,1,3.152800000000002,True
1696,CHEMBL2,6963.0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,5.15720360482442,383.15935415200005,28,4,8,1,1.7845999999999997,True
1697,CHEMBL808,6997.0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,5.155088126087859,380.02499614,24,6,3,0,5.801400000000003,True
1698,CHEMBL4160618,7000.0,NC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,5.154901959985743,331.04742075599995,22,8,6,3,-0.4082000000000006,True
1699,CHEMBL69726,7000.0,O=C1N[C@H](CS)C(=O)N(CC2CCCCC2)[C@H]1CC1CCCCC1,5.154901959985743,352.218449264,24,5,3,2,3.1625000000000014,True
1700,CHEMBL254403,7000.0,Cc1cccc(COC(=O)c2cccc(S)n2)c1,5.154901959985743,259.066699656,18,3,4,1,3.0357200000000013,True
1701,CHEMBL3828051,7001.0,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCCc1ccccc1,5.154839922348055,466.15624293199994,33,11,4,3,3.2242000000000015,True
1703,CHEMBL227553,7100.0,CC(C)[C@H](NS(=O)(=O)c1ccc(CCc2ccccc2)cc1)P(=O)(O)O,5.1487416512809245,397.1112804979999,26,8,3,3,2.909900000000002,True
1704,CHEMBL3794076,7297.04,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(C)cc1N)CC(C)C,5.136853273079707,477.27398998,35,10,4,5,3.52292,True
1705,CHEMBL573935,7300.0,O=C(O)Cc1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,5.136677139879544,352.07692999200003,25,5,3,1,3.813500000000003,True
1706,CHEMBL3827781,7407.0,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,5.130357655348405,404.14059286799994,28,9,4,3,2.3899,True
1707,CHEMBL3827869,7432.0,NC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,5.128894299014415,362.09364267599994,25,8,4,3,1.3505999999999996,True
1708,CHEMBL4171886,7500.0,CNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,5.1249387366083,345.06307081999995,23,8,6,3,-0.14749999999999958,True
1709,CHEMBL3972836,7590.0,CC(C)(Cc1ccc(C(F)(F)F)cc1)C(=O)NC[C@@]1(C2CC2)NC(=O)NC1=O,5.11975822410452,397.161326224,28,6,3,3,2.3785,True
1711,CHEMBL574589,7700.0,O=C(NO)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,5.113509274827518,353.07217896000003,25,4,4,2,3.3054000000000023,True
1712,CHEMBL297749,7700.0,O=C(CCc1ccccc1)NCCC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,5.113509274827518,558.082405064,35,12,4,3,4.376800000000003,True
1713,CHEMBL155815,7800.0,COc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3ccccc3)C(=O)O)cc2)cc1,5.107905397309519,435.11404377199995,31,7,4,2,3.0692000000000013,True
1714,CHEMBL43152,7900.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,5.102372908709558,411.0139911559999,24,6,3,2,3.5036000000000014,True
1715,CHEMBL3622788,7910.0,Cc1ccccc1C1=NN(c2ccc(S(N)(=O)=O)cc2)C(c2ccc3ccccc3c2)C1,5.101823516502323,441.151097976,32,4,4,1,5.151320000000004,True
1716,CHEMBL3622223,7970.0,NS(=O)(=O)c1ccc(N2N=C(c3cccc(Br)c3)CC2c2cccc3ccccc23)cc1,5.098541678603888,505.04595998,32,4,4,1,5.605400000000004,True
1717,CHEMBL481600,8000.0,COc1cc(/C=C/c2n[nH]c(C)c2C)ccc1O,5.096910013008056,244.121177752,18,3,3,2,2.911140000000002,True
1718,CHEMBL3827640,8170.0,CC(C)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,5.087777943467584,418.15624293199994,29,10,4,3,2.6375,True
1719,CHEMBL3752374,8200.0,O=C(N[C@H](CCN1C(=O)c2ccccc2C1=O)C(=O)NO)c1ccc(Oc2ccccc2)cc1,5.086186147616283,459.143035392,34,8,6,3,2.769000000000001,True
1720,CHEMBL3828527,8500.0,CC(C)(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,5.070581074285707,418.15624293199994,29,8,4,3,2.7800000000000002,True
1721,CHEMBL116438,8500.0,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,5.070581074285707,368.12598835999995,27,7,6,3,3.852600000000003,True
1722,CHEMBL1784364,8500.0,Cc1cccnc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,5.070581074285707,425.19844209199994,29,8,6,1,1.7612199999999996,True
1723,CHEMBL3622784,8610.0,COc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)cc1,5.064996848546345,457.14601259600005,33,5,5,1,4.851500000000004,True
1724,CHEMBL3828315,8710.0,CCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,5.059981844992336,390.12494280399994,27,9,4,3,2.0013999999999994,True
1725,CHEMBL3622789,8720.0,NS(=O)(=O)c1ccc(N2N=C(c3ccccc3Cl)CC2c2ccc3ccccc3c2)cc1,5.059483515067432,461.09647556,32,4,4,1,5.496300000000004,True
1727,CHEMBL160667,8800.0,O=C(O)c1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,5.055517327849831,488.10420736,35,7,4,4,3.2401000000000018,True
1729,CHEMBL3585759,8800.0,CC[C@H](C(=O)O)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,5.055517327849831,364.10929273999994,25,8,5,1,2.1443000000000003,True
1730,CHEMBL1784365,8900.0,Cc1cc(C)c(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)cn1,5.050609993355087,439.214092156,30,8,6,1,2.0696399999999997,True
1731,CHEMBL1939876,8900.0,CCOC(=O)c1cc2cc(-c3cc(C(=O)NCc4ccc(C(=O)O)cc4)nn3C)ccc2[nH]1,5.050609993355087,446.159019804,33,7,6,3,3.3733000000000013,True
1732,CHEMBL415879,9000.0,c1cnc2c(c1)ccc1cccnc12,5.045757490560675,180.068748256,14,0,2,0,2.7830000000000004,True
1733,CHEMBL4777608,9000.0,COc1ccc(Nc2cc(-c3ccco3)cc3c2c(=O)[nH]c2ccccc23)cc1,5.045757490560675,382.131742436,29,4,4,2,5.693500000000004,True
1734,CHEMBL201206,9290.0,O=C(O)CC(Cc1ccccc1)C(=O)c1ccc(C#Cc2ccccc2)cc1,5.031984286006358,368.14124449999997,28,6,2,1,4.602700000000003,True
1735,CHEMBL3098992,9400.0,Cc1cc(N)c2cc(NC(=O)c3ccc(-c4cncc5ccccc45)cc3)ccc2n1,5.026872146400301,404.16371126,31,3,4,2,5.592920000000003,True
1736,CHEMBL432307,9500.0,C[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,5.022276394711152,382.9826910279999,22,5,3,2,2.8675000000000006,True
1737,CHEMBL235318,9820.0,COc1ccc(S(=O)(=O)N(Cc2ccc(F)nc2)[C@@H](C(=O)O)C(C)C)cc1,5.00788851221305,396.115520992,27,8,5,1,2.5294000000000008,True
1738,CHEMBL2048509,9910.0,COc1cc(C(O)C(CO)Oc2ccc(/C=C\CO)cc2OC)ccc1O,5.003926345514724,376.152203108,27,9,7,4,1.8881999999999999,True
1739,CHEMBL295871,10000.0,O=C(O)C(CCSCc1ccccc1)NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,5.0,519.017362284,31,10,4,2,5.1711000000000045,True
1740,CHEMBL428554,10000.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2F)[C@@H](C(=O)O)C(C)C)cc1,5.0,396.115520992,27,8,5,1,2.5294000000000008,True
1741,CHEMBL4635076,10000.0,O=[N+]([O-])c1ccc(-c2nc3ccc(Br)cc3[nH]2)cc1,5.0,316.97998859600006,19,2,3,1,3.9006000000000016,True
1742,CHEMBL291133,10000.0,O=C(NCCCC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O)OCc1ccccc1,5.0,574.0773196839999,36,12,5,3,4.944300000000004,True
1743,CHEMBL222303,10000.0,CC#CCOc1ccc(S(=O)(=O)C(C(=O)NO)C2CC[S+]([O-])CC2)cc1,5.0,399.08102939200006,26,6,6,2,0.8950999999999998,True
1744,CHEMBL3358155,10000.0,O=C1NC(=O)[C@](CNC(=O)c2cc3cc(Cl)ccc3o2)(c2nccs2)N1,5.0,390.01895351200005,26,4,6,3,2.007399999999999,True
1745,CHEMBL266612,10000.0,COc1ccc(-c2cnc(-c3ccc(S(=O)(=O)NC(C(=O)CCC(=O)O)C(C)C)cc3)o2)cc1,5.0,486.1460721719999,34,11,7,2,3.7540000000000022,True
1746,CHEMBL378740,10005.0,CCCC(C(=O)O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,4.99978290702777,352.053607704,23,6,3,1,4.0340000000000025,True
1747,CHEMBL377700,10030.0,O=C(O)CC(Cc1ccc(F)cc1)C(=O)c1ccc(C#Cc2ccccc2)cc1,4.998699066979582,386.131822688,29,6,2,1,4.741800000000004,True
1749,CHEMBL378188,10330.0,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,4.985899678480379,552.10564684,41,4,10,5,5.437000000000006,True
1750,CHEMBL148169,10340.0,Cc1cc(COc2ccc([C@]3(C)CCN([C@H](C)C(=O)NO)C3=O)cc2)c2ccccc2n1,4.985479461242076,433.200156344,32,6,5,2,3.506120000000001,True
1751,CHEMBL572982,10500.0,O=C(O)CC(O)CCc1ccc(-c2ccccc2)cc1,4.978810700930062,270.12559443600003,20,6,2,2,3.121800000000002,True
1752,CHEMBL4647123,10700.0,Cc1ccc2nc(-c3ccc(NC(=O)c4ccc([N+](=O)[O-])cc4)cc3)[nH]c2c1,4.97061622231479,372.122240372,28,4,4,2,4.698820000000003,True
1753,CHEMBL3622219,10890.0,NS(=O)(=O)c1ccc(N2N=C(c3ccccc3)CC2c2cccc3ccccc23)cc1,4.962972120244225,427.135447912,31,4,4,1,4.842900000000004,True
1754,CHEMBL2431026,11000.0,O=C(NCC[C@@H](NS(=O)(=O)c1ccc(OCc2cc(Br)cc(Br)c2)cc1)C(=O)NO)OCc1ccccc1,4.958607314841775,668.9779953400001,38,12,7,4,4.259400000000002,True
1755,CHEMBL3098991,11000.0,Cc1cc(N)c2cc(NC(=O)c3ccc(-c4cnc5ccccc5c4)cc3)ccc2n1,4.958607314841775,404.16371126,31,3,4,2,5.592920000000004,True
1756,CHEMBL329617,11000.0,CC1(c2ccccc2)C(=O)NC(=O)NC1=O,4.958607314841775,218.06914218,16,1,3,2,0.31030000000000013,True
1757,CHEMBL1650637,11000.0,O=S(=O)(Nc1ccc(O)c2ncccc12)c1ccc(F)cc1,4.958607314841775,318.047441432,22,3,4,2,2.880300000000001,True
1758,CHEMBL3827306,11280.0,CCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,4.947690900352677,404.14059286799994,28,10,4,3,2.3914999999999997,True
1759,CHEMBL4637824,11500.0,O=C(CCc1ccccc1)Nc1ccc(-c2nc3ccc(Br)cc3[nH]2)cc1,4.939302159646388,419.063324296,27,5,2,2,5.563700000000003,True
1760,CHEMBL477841,11500.0,O=[N+]([O-])c1ccc(-c2nc3ccccc3s2)cc1,4.939302159646388,256.030648496,18,2,4,0,3.871500000000001,True
1763,CHEMBL3621216,11970.0,NS(=O)(=O)c1ccc(N2N=C(c3ccccc3Cl)CC2c2cccc3ccccc23)cc1,4.921905849593589,461.09647556,32,4,4,1,5.496300000000004,True
1764,CHEMBL4066965,12000.0,C[C@H](Cc1ccc(C(F)(F)F)cc1)C(=O)NC[C@@]1(C2CC2)NC(=O)NC1=O,4.920818753952375,383.14567616,27,6,3,3,1.9883999999999997,True
1765,CHEMBL419896,12000.0,Cc1cc(COc2ccc(S(=O)(=O)CC(CC3CCC4(CC3)OCCO4)N(O)C=O)cc2)c2ccccc2n1,4.920818753952375,554.208672428,39,10,8,1,4.435520000000004,True
1766,CHEMBL176876,12000.0,CCCCCCC1(c2ccc(-c3ccccc3)cc2)C(=O)NC(=S)NC1=O,4.920818753952375,380.155849008,27,7,3,2,4.092700000000003,True
1767,CHEMBL495831,12000.0,Cc1cc(COc2ccc(S(=O)(=O)C3(C(=O)NO)CCN(C=O)CC3)cc2)c2ccccc2n1,4.920818753952375,483.14640652,34,7,7,2,2.39232,True
1768,CHEMBL562003,12000.0,Cc1c(C(=O)Nc2ccc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)cc2)oc2cccc(NS(C)(=O)=O)c12,4.920818753952375,599.139606888,41,10,7,4,4.419520000000003,True
1769,CHEMBL71573,12000.0,O=C1N[C@@H](CS)C(=O)N(CC2CCCCC2)[C@@H]1CC1CCCCC1,4.920818753952375,352.218449264,24,5,3,2,3.1625000000000014,True
1770,CHEMBL2048504,12490.0,O=C1CCC(O)(CCOC(=O)/C=C/c2ccc(O)c(O)c2)CC1,4.903437561625864,320.12598836,23,5,6,3,1.9184999999999997,True
1771,CHEMBL3622224,12870.0,NS(=O)(=O)c1ccc(N2N=C(c3cccc(I)c3)CC2c2cccc3ccccc23)cc1,4.890421453095613,553.0320958799999,32,4,4,1,5.447500000000004,True
1772,CHEMBL2151350,13000.0,COc1ccc(C(=O)CC2(O)C(=O)NC(=O)NC2=O)cc1,4.886056647693163,292.069536104,21,4,6,3,-0.6349000000000005,True
1773,CHEMBL73115,13000.0,NCc1nc2cc(NCc3ccccc3OCc3ccccc3)ccc2[nH]1,4.886056647693163,358.179361324,27,7,4,3,4.2127000000000026,True
1776,CHEMBL3622793,13890.0,NS(=O)(=O)c1ccc(N2N=C(c3cccc(Br)c3)CC2c2ccc3ccccc3c2)cc1,4.857297754262384,505.04595998,32,4,4,1,5.605400000000005,True
1777,CHEMBL475540,14000.0,O=C(O)CCC(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,4.853871964321762,363.077658264,25,8,4,3,1.9499000000000002,True
1778,CHEMBL4589438,14000.0,CCn1ccnc1[C@]1(CNC(=O)c2cc3cc(Cl)ccc3o2)NC(=O)NC1=O,4.853871964321762,401.08908167199996,28,5,6,3,1.7672999999999999,True
1779,CHEMBL176517,14000.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)C(=O)N1,4.853871964321762,296.079706864,22,3,4,2,1.9284999999999997,True
1781,CHEMBL2048511,14280.0,CC(C)CC(=O)OC(C(=O)O)C(C)C,4.845271792559845,202.120509056,14,5,3,1,1.6848999999999998,True
1782,CHEMBL4213983,14300.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(CCC(=O)O)C(=O)O)cc2)cc1,4.844663962534939,454.1086240439999,32,9,5,2,4.228000000000002,True
1783,CHEMBL4639311,14500.0,Cc1ccc2nc(-c3ccc(NC(=O)c4cccc([N+](=O)[O-])c4)cc3)[nH]c2c1,4.838631997765025,372.12224037199996,28,4,4,2,4.698820000000003,True
1784,CHEMBL4633399,14500.0,O=C(CCc1ccccc1)Nc1cccc(-c2nc3ccc(Br)cc3[nH]2)c1,4.838631997765025,419.063324296,27,5,2,2,5.563700000000003,True
1785,CHEMBL522613,14900.0,Cc1ccc2oc(-c3ccc([N+](=O)[O-])cc3)nc2c1,4.826813731587726,254.06914218,19,2,4,0,3.711420000000002,True
1786,CHEMBL236130,15000.0,CC(C)[C@H](C(=O)O)N(Cc1ccccc1)S(=O)(=O)c1ccc(N(C)C)cc1,4.823908740944319,390.161328312,27,8,4,1,3.0527000000000015,True
1788,CHEMBL1200596,15900.0,Oc1c(Cl)cc(Cl)c2cccnc12,4.798602875679548,212.97481914,13,0,2,1,3.2472000000000003,True
1789,CHEMBL3622225,15960.0,Cc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)cc1,4.796967112985289,441.151097976,32,4,4,1,5.151320000000004,True
1790,CHEMBL296196,16000.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,4.795880017344075,367.06450673599994,24,6,3,2,3.3945000000000016,True
1791,CHEMBL4285334,16000.0,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccccc1,4.795880017344075,313.1215121,24,3,2,2,4.482200000000002,True
1792,CHEMBL3098996,16000.0,Cc1cc(N)c2cc(NC(=O)c3cccc(-c4cnc5ccccc5c4)c3)ccc2n1,4.795880017344075,404.16371126,31,3,4,2,5.592920000000003,True
1793,CHEMBL3915135,16000.0,COC(=O)C(C(=O)/C=C/c1ccc(O)c(OC)c1)C(=O)/C=C/c1ccc(O)c(OC)c1,4.795880017344075,426.13146766399996,31,9,8,2,2.769000000000001,True
1794,CHEMBL4758787,16100.0,O=c1[nH]c2ccccc2c2cc(-c3cccs3)cc(Nc3ccccc3)c12,4.79317412396815,368.098334132,27,3,3,2,6.153400000000003,True
1795,CHEMBL267854,16400.0,O=C(CCc1cc2cc(Cl)ccc2oc1=O)NO,4.785156151952302,267.02983548,18,3,4,2,1.8843999999999996,True
1796,CHEMBL3098994,17000.0,Cc1cc(N)c2cc(NC(=O)c3ccc(-c4cccc5cccnc45)cc3)ccc2n1,4.769551078621726,404.16371126,31,3,4,2,5.592920000000004,True
1797,CHEMBL3358156,17000.0,Cn1ccnc1[C@]1(CNC(=O)c2cc3cc(Cl)ccc3o2)NC(=O)NC1=O,4.769551078621726,387.07343160799996,27,4,6,3,1.2843999999999998,True
