,molecule_chembl_id,IC50,smiles,pIC50,molecular_weight,heavy_atoms,rotatable_bonds,n_hba,n_hbd,logp,reos_fulfilled
1085,CHEMBL289222,100.0,CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C(=O)NO)cnc3c2c(C)nn3C)cc1,7.0,443.1263397720001,31,6,8,2,1.6229199999999995,True
1086,CHEMBL348755,101.0,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)Nc1ccccc1,6.995678626217357,487.2107210279999,36,10,5,3,3.922100000000002,True
1088,CHEMBL211037,101.0,COc1ccc(C(=O)Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,6.995678626217357,489.1246084559999,35,10,6,1,4.3522000000000025,True
1089,CHEMBL5429762,102.0,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2nc(-c3ccc(Cn4cc(CCCF)nn4)s3)no2)cc1)C(=O)O,6.991399828238082,548.13118812,37,12,10,2,3.3945000000000016,True
1090,CHEMBL59423,102.0,NC(=O)[C@H](Cc1cccs1)NC(=O)[C@H](CS)NC(=O)c1ccc2[nH]nnc2c1,6.991399828238082,418.0881804360001,28,8,7,5,0.26039999999999897,True
1091,CHEMBL392572,103.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2Br)[C@@H](C(=O)NO)C(C)C)cc1,6.987162775294828,471.04635390399994,28,8,6,2,2.5736000000000008,True
1092,CHEMBL2151355,103.0,Cc1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,6.987162775294828,352.105921612,26,4,5,3,1.3319199999999998,True
1093,CHEMBL429571,104.0,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Sc2ccc(F)cc2)cc1,6.982966660701219,400.05629186400006,26,7,6,3,1.6092,True
1094,CHEMBL421131,104.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C)csc2C(=O)NO)cc1,6.982966660701219,432.08136374,29,7,6,2,3.579620000000002,True
1095,CHEMBL2063429,104.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCC(CO[N+](=O)[O-])C2)C(=O)N1,6.982966660701219,454.148849044,33,7,8,2,1.9604999999999997,True
1096,CHEMBL242104,105.82,COc1cc(/C=N/NC(N)=S)ccc1O,6.9754322428039615,225.057197592,15,3,4,3,0.5678999999999998,True
1097,CHEMBL2326363,107.0,O=C(O)Cc1ccccc1S(=O)(=O)c1ccc(-c2ccc(OCCF)cc2)cc1,6.97061622231479,414.09372292800003,29,8,4,1,4.161800000000004,True
1098,CHEMBL80248,107.0,COc1ccc(S(=O)(=O)C(Cc2ccccc2)C(=O)NO)cc1,6.97061622231479,335.082743644,23,6,5,2,1.5856,True
1099,CHEMBL194627,108.0,CC#CCOc1ccc(S(=O)(=O)N2CCN(Cc3cccnc3)CC2C(=O)NO)cc1,6.96657624451305,444.146740868,31,7,7,2,0.8642000000000013,True
1100,CHEMBL2431016,110.0,O=C(CNS(=O)(=O)c1ccc(OCc2cccc(F)c2)cc1)NO,6.958607314841775,354.06857080000003,24,7,5,3,1.1883999999999997,True
1101,CHEMBL252079,110.0,COc1cccc(C2=CCN(C(=O)[C@H]3NCC4(CC4)C[C@@H]3C(=O)NO)CC2)c1,6.958607314841775,385.200156344,28,4,5,3,1.5745999999999998,True
1102,CHEMBL288750,110.0,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2nnn(-c3ccccc3)n2)cc1)C(=O)O,6.958607314841775,401.11577508799996,28,7,7,2,1.7167999999999999,True
1103,CHEMBL561038,110.0,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,6.958607314841775,380.10420736,26,8,6,2,2.3150000000000004,True
1104,CHEMBL1812932,110.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)c3ccc(Cl)nc3)CC2)C(=O)N1,6.958607314841775,533.146596548,38,5,7,2,2.936700000000001,True
1105,CHEMBL4872688,110.0,CC(C)c1ccc(-n2nnc(-c3ccc(S(=O)(=O)NCC(=O)O)cc3)n2)cc1,6.958607314841775,401.115775088,28,7,7,2,1.8156,True
1106,CHEMBL94518,111.0,CC#CCSc1ccc(S(=O)(=O)N(C)CC(=O)NO)cc1,6.954677021213342,328.055148992,21,6,5,2,0.9279000000000003,True
1107,CHEMBL251884,111.0,Cc1cccc(C2=CCN(C(=O)[C@H]3NCC4(CC4)C[C@@H]3C(=O)NO)CC2)c1,6.954677021213342,369.20524172399996,27,3,4,3,1.8744199999999995,True
1108,CHEMBL2114153,112.0,COc1ccc(S(=O)(=O)[C@](C)(Cc2ccc(OCCN3CCCCC3)cc2)C(=O)NO)cc1,6.950781977329818,476.198107744,33,10,7,2,2.8404000000000007,True
1109,CHEMBL373532,113.0,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)CC1,6.94692155651658,355.18959166,26,3,4,3,1.5659999999999998,True
1110,CHEMBL379653,114.0,CC(CCN1C(=O)c2ccccc2C1=O)(C(=O)O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.943095148663527,497.06998603999995,34,7,5,1,4.310300000000003,True
1113,CHEMBL174641,118.0,O=C1NC(=O)C(CCO)(c2ccc(Oc3ccccc3)cc2)C(=O)N1,6.928117992693874,340.105921612,25,5,5,3,1.4650999999999998,True
1114,CHEMBL375319,119.0,CCCCCCC(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,6.924453038607469,329.129693836,22,9,5,2,2.313300000000001,True
1115,CHEMBL75437,120.0,CC1(C)C(=O)NC(=O)N1CC(COc1ccc(-c2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,6.920818753952375,481.146070084,34,9,6,2,3.177600000000001,True
1116,CHEMBL40143,120.0,CC1(C)NC(=O)N(C[C@@H](COc2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)C1=O,6.920818753952375,481.146070084,34,9,6,2,3.177600000000001,True
1117,CHEMBL4210206,120.0,COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NO)cc2)cc1,6.920818753952375,365.108564468,26,6,4,2,4.561300000000003,True
1118,CHEMBL1812946,120.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)c3ccccc3COC(=O)c3ccccc3)CC2)C(=O)N1,6.920818753952375,632.227099364,47,8,8,2,4.245300000000003,True
1119,CHEMBL80378,120.0,COc1ccc(S(=O)(=O)C(CCC(C)C)(Cc2cccnc2)C(=O)NO)cc1,6.920818753952375,406.156242932,28,9,6,2,2.787,True
1120,CHEMBL206694,120.0,N#Cc1ccc(N2CCN(c3ccc(S(=O)(=O)C(CCN4C(=O)c5ccccc5C4=O)C(=O)O)cc3)CC2)cc1,6.920818753952375,558.157305552,40,8,8,1,2.7980800000000015,True
1123,CHEMBL306674,121.0,O=C1N[C@@H](CS)C(=O)N(CC2CCCCC2)[C@H]1CC1CCCCC1,6.91721462968355,352.218449264,24,5,3,2,3.1625000000000014,True
1124,CHEMBL252021,121.0,Cc1ccc(Oc2ccc(N(C[C@H](N)C(=O)NO)S(C)(=O)=O)cc2)cc1,6.91721462968355,379.120191772,26,7,6,3,1.3860199999999996,True
1125,CHEMBL4648603,123.0,O=C1NC(=O)C(CCCCCCC(F)CF)(Cc2ccccc2)C(=O)N1,6.910094888560602,366.175499068,26,10,3,2,3.229700000000001,True
1126,CHEMBL158366,124.0,CNC(=O)CNC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O,6.906578314837764,482.2165346799999,35,11,6,4,1.1456000000000015,True
1127,CHEMBL270023,124.0,CCCS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(C)cc2)cc1,6.906578314837764,408.135507488,28,9,6,3,2.199819999999999,True
1128,CHEMBL222309,124.0,CC#CCOc1ccc(S(=O)(=O)C(C(=O)NO)c2ccccc2)cc1,6.906578314837764,359.08274364400006,25,6,5,2,2.1090999999999998,True
1129,CHEMBL69145,125.0,Cc1cc(Br)cc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(Oc2ccc(C(C)(C)C)cc2)cc1,6.903089986991944,546.0824050639999,34,6,5,2,5.791420000000005,True
1130,CHEMBL80412,128.0,CCCCC(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,6.892790030352131,301.09839370800006,20,7,5,2,1.5330999999999997,True
1131,CHEMBL316928,130.0,CC#CCOc1ccc(S(=O)(=O)NC(C(=O)NO)C(C)(C)SCc2cccnc2)cc1,6.886056647693163,463.1235629000001,31,10,7,3,2.348,True
1132,CHEMBL83508,130.0,COc1ccc(S(=O)(=O)NCC(=O)NO)cc1,6.886056647693163,260.046692484,17,5,5,3,-0.5210999999999995,True
1133,CHEMBL146718,130.0,Cc1ccc(S(=O)(=O)N2CCc3cc(OCc4ccccc4)ccc3C2C(=O)NO)cc1,6.886056647693163,452.14059286799994,32,6,5,2,3.3675200000000007,True
1134,CHEMBL1812918,131.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCN(Cc3ccccc3)CC2)C(=O)N1,6.882728704344236,470.19540531200005,35,6,6,2,2.8580000000000005,True
1135,CHEMBL4791180,131.0,CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H]1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,6.882728704344236,528.225385112,36,10,8,4,1.5319000000000027,True
1137,CHEMBL127787,132.0,O=C(O)[C@H]1[C@H](Cn2nnc3ccccc3c2=O)CC[C@@H]1S(=O)(=O)CCc1ccc(-c2ccc(Cl)cc2)cc1,6.8794260687941495,551.128169612,38,8,7,1,4.248800000000004,True
1139,CHEMBL79267,137.0,COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)CC(C)C)CC3)cc2)cc1,6.863279432843593,488.19810774399997,34,9,5,2,3.378400000000002,True
1140,CHEMBL104446,138.0,C=CC1[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)CC1(C)C,6.860120913598763,354.124942804,24,5,5,2,1.4018999999999995,True
1141,CHEMBL81763,138.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(C3CCCCCCC3)CC2)cc1,6.860120913598763,424.203193124,29,5,6,2,2.9218,True
1142,CHEMBL5172839,140.0,O=C(CS(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,6.853871964321762,291.05652889600003,20,4,4,2,1.6327,True
1143,CHEMBL306158,141.0,C#CCC(CC#C)(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,6.85078088734462,321.06709358,22,6,5,2,0.7596999999999995,True
1144,CHEMBL2151358,141.0,COc1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,6.85078088734462,368.100836232,27,5,6,3,1.0320999999999998,True
1146,CHEMBL307990,144.0,CCCCOc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C)cc(C)cc2C(=O)NO)cc1,6.84163750790475,482.18754305999994,34,10,5,2,4.996840000000003,True
1148,CHEMBL2063431,145.0,CN(CCO)C1(c2ccc(Oc3ccccc3)cc2)C(=O)NC(=O)NC1=O,6.838631997765026,369.132470708,27,6,6,3,0.9642999999999995,True
1149,CHEMBL2096852,148.0,CCCCCC[C@@H](C(=O)NO)[S@@+]([O-])c1ccc(OC)cc1,6.8297382846050425,313.134779216,21,9,4,2,2.6472000000000007,True
1150,CHEMBL385312,148.0,CC#CCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,6.8297382846050425,442.15624293200005,31,7,6,2,2.4026000000000005,True
1151,CHEMBL102441,149.0,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2c(F)c(F)c(F)c(F)c2F)C(=O)NO)cc1,6.826813731587726,556.112505,36,12,6,2,4.234900000000002,True
1152,CHEMBL288099,150.0,O=C(c1ccc(S(=O)(=O)CC(CCCc2ccccc2)C(=O)NO)cc1)c1cc[n+]([O-])cc1,6.823908740944319,468.135507488,33,10,6,2,2.4692000000000007,True
1153,CHEMBL34353,150.0,O=C(NO)C(CCCc1ccccc1)CS(=O)(=O)c1ccc(Cc2ccccc2)cc1,6.823908740944319,437.166079344,31,10,4,2,4.195600000000003,True
1154,CHEMBL452083,150.0,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)NO)CC(C)C,6.823908740944319,349.200156344,25,9,4,4,1.0176999999999996,True
1155,CHEMBL71645,152.0,COc1ccc(-c2ccc(S(=O)(=O)N(Cc3cccnc3)c3c(C)cccc3C(=O)NO)cc2)cc1,6.818156412055227,503.1514919,36,8,6,2,4.580120000000003,True
1156,CHEMBL2063427,152.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCC(CCO[N+](=O)[O-])CC2)C(=O)N1,6.818156412055227,468.164499108,34,8,8,2,2.3506,True
1157,CHEMBL309105,153.0,CN(c1ccccc1C(=O)NO)S(=O)(=O)c1ccc(Oc2ccncc2)cc1,6.815308569182401,399.088891644,28,6,6,2,2.8180000000000014,True
1158,CHEMBL5419103,154.0,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCCC(F)(F)F)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,6.8124792791635365,531.110947528,35,10,7,1,5.215920000000004,True
1159,CHEMBL4765192,154.0,COc1ccc(S(=O)(=O)N2C[C@H](NC(=O)[C@@H](N)CCCN)C[C@@H]2C(=O)NO)cc1,6.8124792791635365,429.168204584,29,9,8,5,-1.4853999999999954,True
1160,CHEMBL1812937,155.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)CCC3CCCC3)CC2)C(=O)N1,6.809668301829708,518.2529201880001,38,7,6,2,3.544900000000002,True
1161,CHEMBL3794512,155.19,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccccc1NC(C)=O)CC(C)C,6.809136266871255,505.2689046,37,11,4,5,3.590700000000001,True
1162,CHEMBL538028,157.0,COc1ccc(S(=O)(=O)N2CCCN(C(=O)CN)CC2C(=O)NO)cc1.Cl,6.804100347590767,422.102683136,27,5,7,3,-0.8272999999999973,True
1163,CHEMBL257874,158.5,Cc1ccn(O)c(=O)c1N(C)S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,6.79997073344623,420.054670324,28,5,6,1,3.6648200000000015,True
1164,CHEMBL2151365,159.0,O=C1NC(=O)C(O)(CC(=O)c2ccc(-c3ccsc3)cc2)C(=O)N1,6.798602875679549,344.046692484,24,4,6,3,1.0850000000000002,True
1165,CHEMBL560837,160.0,COc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc2)cc1,6.795880017344075,394.119857424,27,8,6,2,2.1982999999999997,True
1166,CHEMBL228188,160.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(Cl)c2)cc1)P(=O)(O)O,6.795880017344075,403.04100801799996,25,6,3,3,3.4451000000000027,True
1167,CHEMBL252877,160.0,CC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1C=CC(c2ccccc2)CC1,6.795880017344075,397.20015634400005,29,3,4,2,2.0388,True
1168,CHEMBL448246,160.0,CCCCCCOc1ccc(C(CC(=O)O)C(N)=O)cc1,6.795880017344075,293.162708216,21,10,3,2,2.6893000000000002,True
1169,CHEMBL96396,160.0,CC#CCOc1ccc(S(=O)(=O)NC(CSCc2cccnc2)C(=O)NO)cc1,6.795880017344075,435.092262772,29,10,7,3,1.5694,True
1170,CHEMBL4245382,162.0,O=C(N[C@H]1C[C@@H](C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)C1)c1ccc2no[n+]([O-])c2c1,6.790484985457369,539.111083632,38,7,9,3,1.3204999999999998,True
1171,CHEMBL1084206,163.0,COc1cccc(N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)c1,6.787812395596042,475.17770664799997,33,6,8,2,1.8500999999999994,True
1172,CHEMBL177077,164.0,CCCCCCCCOc1ccc(CC2(C)C(=O)NC(=O)NC2=O)cc1,6.785156151952302,360.204907376,26,10,4,2,3.340700000000001,True
1173,CHEMBL222714,164.0,CC#CCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(OC)cc3)CC2)cc1,6.785156151952302,472.166807616,33,8,7,2,2.4112,True
1174,CHEMBL18667,166.0,CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C(=O)NO)cc(Br)cc2C2CCN(C)CC2)cc1,6.779891911959945,549.093304096,34,7,6,2,3.6045000000000025,True
1175,CHEMBL1090035,170.0,COc1ccc(S(=O)(=O)N(OC(C)C)[C@@H](C(=O)NO)C(C)C)cc1,6.769551078621726,360.135507488,24,8,6,2,1.5558999999999994,True
1176,CHEMBL228187,170.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(F)c2)cc1)P(=O)(O)O,6.769551078621726,387.07055855799996,25,6,3,3,2.9308000000000023,True
1177,CHEMBL2151362,170.0,CC(=O)c1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,6.769551078621726,380.10083623199995,28,5,6,3,1.2260999999999997,True
1178,CHEMBL196092,170.0,CC#CCOc1ccc(S(=O)(=O)N2CCOCC2C(=O)NO)cc1,6.769551078621726,354.088557296,24,5,6,2,-0.016399999999999193,True
1179,CHEMBL1812952,173.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)Cc3ccc(Cl)cc3)CC2)C(=O)N1,6.761953896871205,546.1669976439999,39,6,6,2,3.470600000000002,True
1181,CHEMBL311097,176.5,COC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)C(=O)O)CC1,6.753255290276158,462.1460721719999,32,7,6,2,2.5721000000000007,True
1182,CHEMBL351363,180.0,O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(-c2ccccc2)cc1,6.7447274948966935,420.11437811999997,30,7,3,3,3.8091000000000026,True
1183,CHEMBL1770709,180.0,O=C(CCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1)Nc1ccc(OC(F)(F)F)cc1,6.7447274948966935,546.12837142,37,10,8,3,3.2112000000000007,True
1184,CHEMBL81113,181.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)C2CCCC[C@H]2C(=O)NO)cc1,6.742321425130816,418.15624293199994,29,7,5,2,2.9503000000000004,True
1186,CHEMBL2096738,186.0,CCCCCC[C@@H](C(=O)NO)[S@+]([O-])c1ccc(OC)cc1,6.730487055782083,313.134779216,21,9,4,2,2.6472000000000007,True
1187,CHEMBL319808,187.0,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)CN3CCN(C)CC3)CC2C(=O)NO)cc1,6.7281583934635005,517.199504712,36,6,8,2,0.35410000000000263,True
1189,CHEMBL67590,189.0,Cc1cc(Br)cc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(-c2ccc(OCc3ccccc3)cc2)cc1,6.723538195826755,580.066755,37,8,5,2,5.947620000000004,True
1190,CHEMBL323228,190.0,CC(C)(C)[C@H](NC(=O)[C@H](Cc1cnc2ccccc2c1)[C@H](O)C(=O)NO)C(N)=O,6.721246399047171,402.1903199319999,29,7,6,5,0.27600000000000136,True
1191,CHEMBL1093690,190.0,CC(=O)NCC[C@@H](NS(=O)(=O)c1ccc(Br)cc1)C(=O)NO,6.721246399047171,392.99940371199995,22,7,5,4,0.1276000000000005,True
1192,CHEMBL402954,190.0,CCc1cccc(C2=CCN(C(=O)[C@H]3NCC4(CC4)C[C@@H]3C(=O)NO)CC2)c1,6.721246399047171,383.22089178799996,28,4,4,3,2.128399999999999,True
1194,CHEMBL377317,191.0,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccncc3)CC2)cc1,6.718966632752272,471.14640652,33,7,7,2,1.6853999999999993,True
1195,CHEMBL1812940,191.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)N3CCNC3=O)CC2)C(=O)N1,6.718966632752272,506.19138255200005,37,4,7,3,1.1930999999999996,True
1196,CHEMBL307252,197.0,COc1ccc(S(=O)(=O)C(Cc2ccc3ccccc3c2)C(=O)NO)cc1,6.705533773838408,385.098393708,27,6,5,2,2.7388000000000003,True
1197,CHEMBL2043294,197.0,COc1ccc(S(=O)(=O)C(Cc2cccc3ccccc23)C(=O)NO)cc1,6.705533773838408,385.098393708,27,6,5,2,2.7387999999999995,True
1198,CHEMBL1812947,198.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)c3ccc(C(F)(F)F)nc3)CC2)C(=O)N1,6.703334809738469,567.172953528,41,5,7,2,3.302100000000001,True
1199,CHEMBL323148,199.0,CN1C(=O)N(CCC(COc2ccc(-c3ccccc3)cc2)C(=O)NO)C(=O)C1(C)C,6.701146923590294,425.19507096399997,31,8,5,2,2.9167000000000014,True
1201,CHEMBL2311189,200.0,CC(C)[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(O[11CH3])cc2)cc1)C(=O)O,6.698970004336019,405.1312910239999,28,8,5,3,2.335,True
1202,CHEMBL181244,200.0,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,6.698970004336019,364.10929274,25,7,5,2,2.1897,True
1203,CHEMBL198100,209.0,CC#CCOc1ccc(S(=O)(=O)N2CCN(C(=O)CCCC)CC2C(=O)NO)cc1,6.679853713888946,437.16205658399997,30,8,6,2,0.9858000000000009,True
1204,CHEMBL295861,210.0,CCCCOc1ccc(C#Cc2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)s2)cc1,6.6777807052660805,435.11741489999997,29,9,5,2,3.7143000000000024,True
1205,CHEMBL50445,210.0,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)s2)cc1,6.6777807052660805,419.12250027999994,28,8,4,2,3.878000000000003,True
1206,CHEMBL2063428,212.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCC(CO[N+](=O)[O-])CC2)C(=O)N1,6.673664139071248,454.148849044,33,7,8,2,1.9604999999999997,True
1207,CHEMBL1812958,214.0,Cn1nc(C(=O)N2CCCN(C3(c4ccc(Oc5ccccc5)cc4)C(=O)NC(=O)NC3=O)CC2)c2ccccc21,6.669586226650809,552.212117996,41,5,8,2,2.7750000000000012,True
1208,CHEMBL1812942,215.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)c3sc4cc(F)ccc4c3Cl)CC2)C(=O)N1,6.667561540084394,606.113996768,42,5,7,2,4.895500000000005,True
1209,CHEMBL318795,221.0,O=C(NO)C(CCCN1C(=O)c2ccccc2C1=O)COc1ccc(-c2ccccc2)cc1,6.655607726314889,444.16852186799997,33,9,5,2,3.9304000000000023,True
1210,CHEMBL370825,221.0,CC#CCOc1ccc(S(=O)(=O)N2CCN(C(=O)N(CC)CC)CC2C(=O)NO)cc1,6.655607726314889,452.17295561599997,31,7,6,2,0.7308000000000016,True
1212,CHEMBL317624,224.0,CC#CCOc1ccc(S(=O)(=O)N[C@@H](C(=O)NO)C(C)(C)C)cc1,6.649751981665837,354.124942804,24,6,5,3,1.2870999999999997,True
1213,CHEMBL97790,228.0,CC#CCOc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(C)=O)CC2C(=O)NO)cc1,6.642065152999546,457.130756456,32,5,6,2,1.5200999999999996,True
1214,CHEMBL2385450,230.0,O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.638272163982407,454.075405768,31,7,3,3,4.462500000000003,True
1215,CHEMBL1957598,230.0,O=C(NO)[C@@H]1CSCN1S(=O)(=O)c1ccc(-c2ccccc2)cc1,6.638272163982407,364.055148992,24,4,5,2,1.9225999999999996,True
1216,CHEMBL2112477,230.0,CC(C)(C)[C@H](NC(=O)C(C[C@H]1CCc2ccccc2C1)[C@H](O)C(=O)NO)C(N)=O,6.638272163982407,405.22637109199997,29,7,5,5,0.6803000000000015,True
1217,CHEMBL18649,232.0,CCCC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,6.634512015109101,494.051104936,30,7,5,2,3.8839200000000016,True
1218,CHEMBL71436,232.0,Cc1cc(Br)cc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(-c2ccc(OCc3ccsc3)cc2)cc1,6.634512015109101,586.0231759359999,36,8,6,2,6.009120000000004,True
1219,CHEMBL78826,236.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)csc2Br)cc1,6.627087997029893,495.976225744,29,7,6,2,4.033700000000002,True
1220,CHEMBL305729,237.0,CC(C)C[C@@H](C(=O)N1CCCCC1)[C@@H](CN1C(=O)N(C)C(C)(C)C1=O)C(=O)NO,6.625251653989896,410.2529201879999,29,7,5,2,1.4554000000000016,True
1221,CHEMBL157363,240.0,O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(C#Cc2ccccc2)cc1,6.619788758288394,444.11437811999997,32,6,3,3,3.541900000000002,True
1222,CHEMBL49411,240.0,O=C(O)[C@@H](Cc1ccccc1)NS(=O)(=O)c1ccc(-c2ccccc2)cc1,6.619788758288394,381.10347908800003,27,7,3,2,3.3278000000000016,True
1223,CHEMBL257725,242.0,CC(C)C(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(Cl)cc2)cc1,6.616184634019569,392.113899452,27,7,5,3,2.9876000000000014,True
1224,CHEMBL4241167,242.0,O=C(N[C@H]1C[C@@H](C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)C1)c1cccc2no[n+]([O-])c12,6.616184634019569,539.111083632,38,7,9,3,1.3204999999999996,True
1225,CHEMBL258301,243.0,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)N(C)C)cc2)cc1,6.614393726401688,409.130756456,28,8,6,3,1.2664199999999992,True
1226,CHEMBL36309,244.0,CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C(=O)NO)cnc3onc(C)c23)cc1,6.61261017366127,430.09470529600003,30,6,8,2,1.8774199999999996,True
1227,CHEMBL148406,248.0,Nc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2C(=O)NO)cc1,6.605548319173783,363.088891644,25,3,6,4,0.7678999999999998,True
1228,CHEMBL157705,250.0,O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(Oc2ccccc2)cc1,6.6020599913279625,436.10929273999994,31,8,4,3,3.934400000000003,True
1230,CHEMBL16505,250.0,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)C[C@@H](O)CS)C(C)(C)C,6.6020599913279625,332.213363884,22,8,4,4,1.6063999999999994,True
1231,CHEMBL561630,250.0,COc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)s2)cc1,6.6020599913279625,400.07627835999995,26,8,7,2,2.2598000000000003,True
1232,CHEMBL381224,251.0,CC#CCOc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccs3)CC2C(=O)NO)cc1,6.600326278518962,463.087177392,31,6,7,2,1.1708999999999998,True
